Pictures,WITHOUT BG (EDITED),WITHOUT BG (NON EDITED),CATEGORY ,CATEGORY NAME,MEN/WOMEN/UNISEX,BRAND,NAME,PRICE,LINK,,Azure DB Img Id
,,,BAGS,TOTE BAG,WOMEN,Twenty dresses by nykaa fashion,Black your woven love bag,"₹2,395",https://www.nykaafashion.com/twenty-dresses-by-nykaa-fashion-black-your-woven-love-bag/p/3377958?utm_source=PDPShareWEB&utm_medium=PDPWEB&utm_campaign=PDPreferralWEB&utm_id=PDPShareBtnWEB,,
,,,SHOES ,LOAFERS ,WOMEN,ZARA,PATENT-FINISH LOAFERS,"₹ 2,990.00",https://www.zara.com/in/en/patent-finish-loafers-p12514330.html,,1
,,,ACCESSORIES ,Bracelet ,WOMEN,KATE SPADE,Stone-Studded Hinged Bangle,"₹3,990",https://www.luxe.ajio.com/kate-spade-stone-studded-hinged-bangle/p/410069593_911,,3
,,,,,,,,,,,
,,,,,,,,,,,
,,,WATCH,WATCH,MEN,SEIKO,THE GRAND SEIKO DIVER’S WATCH,"₹ 630,000.00",https://grandseikoboutique.in/products/sbga463g,,5
,,,SHOES,MULES,MEN,STEVE MADDEN,Khloe Genuine Leather Mules with Fur-Like Trims,"₹7,999",https://www.ajio.com/steve-madden-khloe-genuine-leather-mules-with-fur-like-trims/p/410138264_17,,7
,,,WATCH,WATCH,MEN,Strand By Obaku Bondi ,Dark Analog Black Dial Men's Watch,"8,450",https://www.amazon.in/Strand-Obaku-Bondi-Analog-Watch-S727GDBBSB/dp/B0BG238LFD,,
,,,SHOES,PUMPS,WOMEN,STEVE MADDEN,Klassyy Pointed-Toe Platform Stiletto Pumps,"₹10,999",https://www.ajio.com/steve-madden-klassyy-pointed-toe-platform-stiletto-pumps/p/410380435_18,,9
,,,SHOES,SNEAKERS,WOMEN,STEVE MADDEN,Low-Top Lace-Up Sneakers,"₹16,999",https://www.ajio.com/steve-madden-low-top-lace-up-sneakers/p/410338381_1,,11
,,,SHOES,HEELS,WOMEN,IYKYK by Nykaa Fashion,Pink Barbiecore Chunky Platform Block Heel,"₹3,999",https://www.nykaafashion.com/iykyk-by-nykaa-fashion-pink-barbiecore-chunky-platform-block-heel/p/8930208,,13
,,,CLOTHING,BLAZER,WOMEN,Marks & Spencer,Heathered Single-Breasted Blazer,"₹6,999",https://www.ajio.com/marks--spencer-heathered-single-breasted-blazer/p/469503909_darknavy,,
,,,SHOES,HEELS,WOMEN,STEVE MADDEN,Bethia Stiletto Heeled Sandals with Ankle-Loop,"₹6,999",https://www.ajio.com/steve-madden-bethia-stiletto-heeled-sandals-with-ankle-loop/p/410338975_567,,
,,,SHOES,HEELS,WOMEN,Lola Cruz,Rufec Pump,"₹29,699",https://www.nykaafashion.com/lola-cruz-rufec-pump/p/13375341?utm_source=PDPShareWEB&utm_medium=PDPWEB&utm_campaign=PDPreferralWEB&utm_id=PDPShareBtnWEB,,
,,,SHOES,HEELS,WOMEN,CHARLES & KEITH,Patent Metallic Accent Slingback Pumps - Black Patent,"₹8,799",https://www.charleskeith.in/in/CK1-60920349_BLKPAT-IN.html,,15
,,,SHOES,SNEAKERS,WOMEN,STEVE MADDEN,Possess Lace-Up Sneakers,"₹16,999",https://www.ajio.com/steve-madden-possess-lace-up-sneakers/p/410338381_2,,
,,,SHOES,BOOTS,MEN,ALDO,Men's CHESTERFIELD001 Black Chelsea Boots," ₹22,999",https://luxury.tatacliq.com/aldo-mens-chesterfield001-black-chelsea-boots/p-mp000000020059528,,17
,,,SHOES,SNEAKERS,MEN,Converse,Chuck Taylor All Star Sneakers," ₹4,299",https://www.myntra.com/casual-shoes/converse/converse-chuck-taylor-all-star-sneakers/23059422/buy,,
,,,CLOTHING,JEANS,MEN,SNITCH,EASYSTRIDE DARK BLUE COMFORT FIT JEANS,"Rs. 1,699",https://www.snitch.co.in/products/easystride-dark-blue-comfort-fit-jeans?variant=43908074700962,,
,,,CLOTHING,SHIRT,MEN,GAS,DARION NEO CAMOUFLAGE PRINT IN SHIRT,"₹ 4,999.00 
",https://www.gasjeans.in/8474439,,
,,,SHOES,BOOTS,MEN,ZARA,LACE-UP TRACK SOLE BOOTS,"₹ 5,990.00",https://www.zara.com/in/en/lace-up-track-sole-boots-p12006220.html,,19
,,,SHOES,SHOES,MEN,adidas,ADIFOM CLIMACOOL SHOES,"₹11,999.00",https://www.adidas.co.in/adifom-climacool-shoes/IF3904.html,,21
,,,SHOES,SNEAKERS ,MEN,ALTHEORY,Men Low-Top Lace-Up Sneakers,"₹2,699",https://www.ajio.com/altheory-men-low-top-lace-up-sneakers/p/450156916_black,,
,,,SHOES,SNEAKERS ,MEN,ZARA,MULTI-PIECE SNEAKERS,"₹ 2,890.00",https://www.zara.com/in/en/multi-piece-sneakers-p12205320.html,,
,,,SHOES,SNEAKERS,MEN,VEJA,Veja Mens V-10 B-Mesh Sneakers White/Grey - 9843650-UI,"Rs. 9,827",https://www.sneakersshopindia.com/veja-mens-v10-bmesh-sneakers-whitegrey-9843650ui-p-245.html,,23
,,,SHOES,SNEAKERS,MEN,VEJA,V-12 Lace up sneakers,"₹13,400",https://www.ajio.com/veja-v-12-lace-up-sneakers/p/469101353_white,,
,,,SHOES,SNEAKERS ,MEN,H&M,Trainers,"Rs. 1,999.00",https://www2.hm.com/en_in/productpage.0977197001.html,,
,,,SHOES,LOAFERS,MEN,FELLMONGER,Black Grain Penny Loafers,"₹ 9,749",https://fellmonger.in/products/black-grain-penny-loafers-fmbe0050,,25
,,,SHOES,HEELS,WOMEN,DIANA,Quilted Strap Heels,"Rs. 7,990",https://vanillamoon.in/products/diana-heel-sandals,,
,,,SHOES,HEELS,WOMEN,LITTLE BOX INDIA,Margot Vintage Platform,"Rs. 2,999.00",https://littleboxindia.com/collections/platforms/products/margot-vintage-platform-black,,27
,,,SHOES,HEELS,WOMEN,MANIERA,BEDAZZLE,"Rs. 6,400.00",https://maniera.in/products/bedazzle,,
,,,SHOES,HEELS,WOMEN,STEVE MADDEN,MELANIA,"11,999.00",https://www.stevemadden.in/product/melania-410380409007,,
,,,SHOES,HEELS,WOMEN,LULU&SKY,Quilted Khaki Pu Stiletto Sandals,"₹8,849",https://www.luluandsky.com/quilted-khaki-pu-stiletto-sandals.html,,
,,,CLOTHING ,TSHIRT ,MEN,ZEGNA ,BLACK COTTON T SHIRT ,"Rs 49,273",https://me.zegna.com/en-om/black-usetheexistingtm-short-sleeve-t-shirt-22383352.html,,
,,,CLOTHING ,CHINOS ,MEN,BOSS ,SLIM FIT CHINOS IN STRETCH COTTON GABARDIAN ,"Rs 13,194",https://www.hugoboss.com/us/slim-fit-chinos-in-stretch-cotton-gabardine/627918472516.html,,
,,,CLOTHING ,SHIRT ,MEN,ANDAMEN,CHECKED SLIM FIT SHIRT ,Rs 3672,https://www.ajio.com/andamen-checked-slim-fit-shirt/p/466638645004,,
,,, CLOTHING ,SHIRT,MEN.,LOUIS PHILLIPE ,SLIM FIT SPREAD COLLAR CASUAL SHIRT ,Rs 1505,https://dl.flipkart.com/s/1OMZTYNNNN,,
,,,CLOTHING ,SHIRT,MEN ,FRENCH CROWN ,MEN REGULAR FIT SOLID CASUAL SHIRT ,"Rs 1,997",https://dl.flipkart.com/s/1mV_7GNNNN,,
,,,CLOTHING ,T SHIRT ,MEN ,U.S.POLO.ASSN,MENS REGULAR FIT T SHIRT ,Rs 1609,https://amzn.in/d/9PGdUGO,,
,,,CLOTHING ,PANTS ,MEN ,KENZO,SWEATPANTS WITH LOGO,"Rs 31,936",https://www.vitkac.com/es/p/sweatpants-with-logo-kenzo-trousers-1685736,,
,,,CLOTHING ,PANTS ,MEN,COLORPLUS,MEN REGULAR FIT BLUE COTTON TROUSERS ,Rs 3349,https://dl.flipkart.com/s/WOn_pBNNNN,,
,,,CLOTHING ,T-SHIRT ,MEN ,PARX,MEN PINK SOLID POLO COLLAR T SHIRT ,"Rs 1,299",https://www.myntra.com/mailers/topwear/parx/parx-men-pink-solid-polo-collar-t-shirt/7079652/buy,,
,,,CLOTHING ,BLAZER ,MEN,VAN HEUSEN ,TEXTURED SLIM FIT SINGLE BREASTED  FORMAL BLAZER ,"Rs 7,999",https://www.myntra.com/mailers/topwear/van-heusen/van-heusen-textured-slim-fit-single-breasted-formal-blazer/26594412/buy,,
,,, CLOTHING ,DRESS ,WOMEN ,FRAM RIO,WOMEN CUT OUT MIDI DRESS ,rs 22093,https://www.saintbernard.com/products/farm-rio-womens-cut-out-midi-dress,,
,,,CLOTHING ,TOP,WOMEN ,GAANI,SPARKLE DEMIN TOP,"Rs 11,399",https://luxe.ajio.com/ganni-sparkle-denim-top/p/469452768_white,,
,,,CLOTHING ,HOODIE ,MEN/WOMEN ,SNUG24,FULL SLEEVES ORANGE HOODIE ,Rs 499,https://www.meesho.com/s/p/32x3l7?utm_source=ws,,
,,,CLOTHING ,SHIRT ,MEN,AMIRI,REGULAR SHIRT,"Rs 59,999",https://luxe.ajio.com/amiri-houndstooth-poplin-cotton-regular-fit-shirt/p/469577924_black,,
,,,CLOTHING ,JACKET ,MEN,PARK AVENUE ,SINGLE BREASTED JACKET ,"Rs 2,589",https://dl.flipkart.com/s/lGY2zauuuN,,
,,,CLOTHING ,SHIRT,MEN ,RAYMOND ,FORMAL SHIRT ,"Rs 2,999",https://www.myntra.com/mailers/topwear/raymond/raymond-men-coral-regular-fit-solid-formal-shirt/3010706/buy,,
,,,CLOTHING ,PANT,MEN ,PETER ENGLAND ,COTTON BLEND TROUSER ,"Rs 1,129",https://dl.flipkart.com/s/z751yVuuuN,,
,,,CLOTHING ,TSHIRT ,MEN,AURORA SHINE,POLO NECK PURE COTTON T SHIRT ,Rs 499,https://dl.flipkart.com/s/zWiWJMuuuN,,
,,,CLOTHING .,JACKET ,MEN,PANTALOONS ,MEN'S SPORTS JACKET ,"Rs 2,999",https://dl.flipkart.com/s/zWjXAwuuuN,,
,,,CLOTHING ,DRESS ,WOMEN ,GULAB CHAND TRENDS,PRINTED FLARE DRESS,"Rs 1,300",https://www.nykaafashion.com/gulab-chand-trends-navy-blue-dabu-printed-midi-dress-with-all-round-gather-balloon-sleeves/p/13545269,,
,,,CLOTHING ,T SHIRT .,MEN,LEE,MEN POLO NECK COTTON BLEND BLUE T SHIRT ,"Rs 1,299",https://dl.flipkart.com/s/7k7e1gNNNN,,
,,,CLOTHING ,T SHIRT ,MEN,SPYKER,MEN POLO T SHIRT ,"Rs 1,044",https://dl.flipkart.com/s/zxgVlAuuuN,,
,,,CLOTHING ,TOP,WOMEN , ROADSTER ,COTTON TOP ,Rs 905,https://dl.flipkart.com/s/zci2XEuuuN,,
,,,CLOTHING ,JEANS ,MEN/WOMEN ,U.S.POLO,SKINNY FIT JEANS ,Rs 2199,https://www.ajio.com/u-s-polo-assn-us-men-jeans-blue-32/p/469279479_blue,,
,,,CLOTHING ,SWEATSHIRT ,WOMEN ,THE SOULED STORE ,SWEATSHIRT ,Rs 699,https://amzn.in/d/cI57ROZ,,
,,,CLOTHING ,DRESS,WOMEN ,MISRED,COOL FOLIAGE SLEEVLESS MAXI DRESS ,"Rs 16,592",https://www.bemisred.com/products/cool-foliage-black-sleeveless-maxi-dress-farm-rio,,
,,,CLOTHING .,DRESS ,WOMEN ,KATE SPADE ,DOTTY FLORAL FAILLE DRESS .,"Rs 2,275",https://www.katespade.sa/en/products/kf790,,
,,,CLOTHING ,SWEATSHIRT ,MEN ,INDIAN TERRAIN ,MEN FUL SLEEVE SOLID SWEATSHIRT ,Rs 674,https://dl.flipkart.com/s/MdOau9NNNN,,
,,,CLOTHING ,T SHIRT ,MEN,DILLINGER ,REGULAR POLO T SHIRT ,Rs 505,https://www.jiomart.com/p/fashion/dillinger-green-solid-regular-polo-t-shirt/606924790,,
,,,CLOTHING ,SWEATER ,MEN ,DSQUARED2 ,MENS PULLOVER ,"Rs 9,745",https://www.hydraulicsstores.co.za/product/dsquared2-mens-pullover-s74ha1385-s18339-962/,,
,,,CLOTHING ,SWIMSUIT ,WOMEN ,H&M,HIGH LEG SWIMSUIT ,"Rs 1,649",https://www2.hm.com/en_in/productpage.1172323002.html,,
,,,CLOTHING ,SWEATER/ TSHIRT ,MEN ,ODDY BOY,MENS T SHIRT ,"Rs 6,332",https://kavyastyleplus.com/products/vol-383-oddy-boy-mens-tshirts,,
,,,CLOTHING ,DRESS ,WOMEN ,ZIMMERMANN ,ALRIGHT MINI DRESS,"Rs 49,614",https://www.revolve.com/mobile/zimmermann-alight-mini-dress-in-red-floral/dp/ZIMM-WD433/,,
,,,BAGS,SLING BAG,WOMEN,ACCESSORIZE LONDON,Quilted Sling Bag with Chain Strap,"₹5,795",https://www.ajio.com/accessorize-london-quilted-sling-bag-with-chain-strap/p/469145825_black,,
,,,BAGS,CLUTCH,WOMEN,JASBIR GILL,Chevron clutch,"Rs. 6,000.00",https://jasbirgill.in/products/chevron-clutch,,
,,,CLOTHING ,DRESS,WOMEN ,NAITICA,WOMEN PITCH COLOR SOLID POLO COLOUR SLEEVELESS DRESS,Rs 1319,https://www.myntra.com/mailers/dress/nautica/nautica-women-peach-coloured-solid-polo-collar-sleeveless-t-shirt-dress/18808306/buy,,
,,,CLOTHING ,DRESS ,WOMEN ,ZAMKU CREATION ,WOMEN'S SEQUINED SHEATH DRESS ,Rs 561,https://www.meesho.com/dress/p/16xjnm,,
,,,CLOTHING ,DRESS ,WOMEN ,HERE & NOW,SHEATH SHIRT COLLAR RIBBED MINI DRESS,"Rs 2,199",https://www.myntra.com/mailers/dress/here&now/here&now-sheath-shirt-collar-ribbed-midi-dress/21808920/buy,,
,,,CLOTHING ,PANTS ,WOMEN,MABISH BY SONAL JAIN,WOMEN'S TYPOGRAPHY PRINT STRAIGHT TRACK PLANTS ,Rs 920,https://www.ajio.com/mabish-by-sonal-jain-typography-print-straight-track-pants/p/462012852_peach,,
,,,CLOTHING ,DRESS,WOMEN,CIENNA,CIENNA AMELIA BLACK DRESS ,Rs 2395,https://www.cienna.in/products/cienna-amelia-black-dress?variant=48149603549485,,
,,,CLOTHING ,DRESS,WOMEN ,SASSAFRAS ,WHITE PUFF SLEEVE BELTED SHIRT STYLE MIDI DRESS ,Rs 1249,https://www.myntra.com/mailers/dress/sassafras/sassafras-white-puff-sleeve-belted-shirt-style-midi-dress/27559168/buy,,
,,,CLOTHING ,SHIRT ,MEN .,U.S.POLO ASSN,MEN REGULAR FIT SHIRT WITH LOGO PRINT ,Rs 2089,https://www.ajio.com/u-s-polo-assn-men-regular-fit-shirt-with-logo-print/p/441758586_blue,,
,,,CLOTHING ,T SHIRT ,MEN,PETER ENGLAND ,MEN WHITE POLO ,Rs 991,https://dl.flipkart.com/s/n6ay9ONNNN,,
,,,Clothing ,TSHIRT ,men ,Duke,men solid polo neck Cotto blend brown t shirt ,Rs 795,https://dl.flipkart.com/s/bUk94xNNNN,,
,,,Clothing ,T shirt ,women ,Only,Solid Cotton Regular Neck Women's Casual Wear T-Shirt,"Rs 1,499",https://www.shoppersstop.com/only-solid-cotton-regular-neck-women-s-casual-wear-t-shirt/p-S23ON15298960,,
,,,Clothing ,Dress,women ,Popwings ,women bodycon pink dress ,"rs 1,999",https://dl.flipkart.com/s/bU3cSBNNNN,,
,,,clothing ,jacket ,women ,studio ojs,women jacket ,"rs 3,999",https://localnation.co.in/products/the-brunch-duo-co-ord?pr_prod_strat=e5_desc&pr_rec_id=d69c698cb&pr_rec_pid=8275548766444&pr_ref_pid=7926941253868&pr_seq=uniform,,
,,,clothing ,dress,women,max, v neck fit and flare dress,rs 999,https://www.ajio.com/max-v-neck-fit--flare-dress/p/467059026_lavender,,
,,,Clothing ,Dress,women,H&M,Tie strap smocked dress,"Rs 1,299",https://www2.hm.com/en_in/productpage.1216814009.html,,
,,,clothing ,tshirt ,men ,cantabil,solid regular fit t shirt ,"Rs 1,499",https://www.ajio.com/cantabil-solid-regular-fit-t-shirt/p/466112087_mustard,,
,,,clothing ,t shirt ,men ,Simon Carter ,men solid round neck cotton blend green t-shirt ,rs 999,https://dl.flipkart.com/s/bOa0JjNNNN,,
,,,clothing ,shirt ,men ,SPYKER,men slim fit solid casual shirt,rs 2399,https://dl.flipkart.com/s/saohoAuuuN,,
,,,clothing ,jacket ,men/women,AD BY ARVIND ,green solid formal blazer ,"rs 7,999",https://www.limeroad.com/green-terry-rayon-ad-by-arvind-p18742788,,
,,,Clothing .,shirt ,women ,barira fashion ,White Color Casual Ribbed Puff Sleeves,Rs 275,https://www.meesho.com/white-color-casual-ribbed-puff-sleeves-top/p/26mlpn,,
,,,Clothing ,shirt ,women ,BTD FASHION ,women regular fit solid spread collar casual shirt ,Rs 2999,https://dl.flipkart.com/s/qcSDvZNNNN,,
,,,clothing ,shirt ,women ,FNOCKS ,casual regular sleeve women's shirt ,rs 2999,https://dl.flipkart.com/s/qcXlXONNNN,,
,,,clothing ,shirt ,women ,funday fashion ,spread collar sleeveless casual shirt ,rs 1499,https://www.myntra.com/mailers/topwear/funday-fashion/funday-fashion-spread-collar-sleeveless-casual-shirt/22575140/buy,,
,,,Clothing ,hoodie ,women ,FAME FOREVER BY LIFESTYLE,Girls Regular Fit Zip-Front Hooded Sweatshirt,rs 899,https://www.ajio.com/fame-forever-by-lifestyle-girls-regular-fit-zip-front-hooded-sweatshirt-/p/466809132_pink,,
,,,clothing ,jacket ,women ,DoowopVintageStudio,"Light vintage 80s black and white jacket, ",rs 3167,https://www.etsy.com/in-en/listing/986475196/veste-legere-vintage-80s-noire-et,,
,,,Clothing ,T shirt ,Men/women,SELECTED HOMME.,White Zip-Up Polo T-shirt,Rs 2799,https://www.nykaafashion.com/selected-homme-white-zip-up-polo-t-shirt/p/9329278,,
,,,Clothing ,T shirt ,men,Simon Carter london ,Red Polo Neck T-shirt ,Rs 2499,https://amzn.in/d/5ryhogJ,,
,,,Clothing ,T shirt ,men ,Lee,Men's Solid Green T-Shirt,Rs 1799,https://amzn.in/d/3vMQ8Bp,,
,,,Clothing ,Swimsuit ,women ,HUNKEMOLLER,Textured High Swimsuit,"₹2,527",https://www.luxe.ajio.com/hunkemoller-textured-high-swimsuit/p/410346087_pnk,,
,,,clothing ,pants ,women ,IndiWeaves,Girls Solid Soft Fleece Warm Lower Trackpant,"rs 3,699",https://amzn.in/d/hcaHD3l,,
,,,Clothing ,SHIRT ,women ,American Eagle,Women Yellow Oversized Sleeveless Button-up Shirt,"₹2,299",https://www.nykaafashion.com/american-eagle-women-yellow-oversized-sleeveless-button-up-shirt/p/6437966,,
,,,Clothing ,dress ,women ,van Heusen ,Van Heusen Women Above The Knee Dress https://amzn.in/d/e2ZWCgL,"rs 3,499",https://amzn.in/d/e2ZWCgL,,
,,,Clothing ,dress,women ,MARC LOUIS,Embellished Off Shoulder Dress,"₹7,499",https://www.ajio.com/marc-louis-embellished-off-shoulder-dress/p/463279413_black,,
,,,Clothing ,shirt,women,Karl Lagerfeld,Women White Broderie Anglaise Shirt,"rs 28,000",https://www.thecollective.in/p/women-white-broderie-anglaise-shirt-996420.html?source=plp,,
,,,Clothing ,t shirt ,women ,Peter England , Men Crew Neck Green T-Shirt ,rs 599,https://dl.flipkart.com/s/4Ah7NMuuuN,,
,,,Clothing ,shirt ,men,Van Heusen ,men slim fit solid formal shirt,rs 3299,https://dl.flipkart.com/s/QtRfkXNNNN,,
,,,Clothing ,Shirt ,Men ,H&M,Regular Fit Linen-blend shirt,"Rs. 1,999.00",https://www2.hm.com/en_in/productpage.1213473001.html,,
,,,Clothing ,T shirt ,Men,American Eagle ,men grey super soft t shirt ,Rs 999,https://www.nykaafashion.com/american-eagle-men-grey-super-soft-legend-t-shirt/p/10493972,,
,,,Clothing ,Tshirt ,Men ,Parel Studios,Classic BP S/S Tee - Yellow,"rs 7,513.38",https://intl.heights-store.com/product/classic-bp-ss-tee-yellow/53580/?cate_no=2628&display_group=1,,
,,,Clothing ,jacket ,men,zara,MATCHING COLLAR PUFFER JACKET,"₹ 7,590.00",https://www.zara.com/in/en/matching-collar-puffer-jacket-p06318410.html,,
,,,Clothing ,jacket ,men,zara,Demin bomber jacket ,"₹ 8,590.00",https://www.zara.com/in/en/denim-bomber-jacket-p00621400.html,,
,,,Clothing ,Shirt ,Women ,Marks & Spencer India,Satin Collared Blouson Sleeve Shirt,"₹4,999.00",https://www.marksandspencer.in/satin-collared-blouson-sleeve-shirt/p/P60527126.html,,
,,,Clothing ,pant ,women ,ALYNE ,Regular Fit Trouser Pant for Regular Casual Wear,Rs 1499,https://amzn.in/d/0FzysFz,,
,,,Clothing ,pant ,women ,H&M Hennes & Mauritz,Straight trousers,"Rs. 1,999",https://www2.hm.com/en_in/productpage.1147183003.html,,
,,,Clothing ,pant ,women,Kica,fleece tracks with side pockets and contrast piping ,rs 1799,https://www.nykaa.com/kica-fleece-tracks-with-slit-pockets-and-contrast-piping/p/12682301?skuId=12682205&se=0,,
,,,Clothing ,jeans ,women ,ARIHANT TD,Bel Bottom Front Poket Denim Jeans,₹671,https://www.meesho.com/bel-bottom-front-poket-denim-jeans/p/4ygjzn,,
,,,Clothing ,jeans ,women ,Zara, WIDE-LEG HIGH-WAIST RIPPED JEANS,"₹ 3,590.00",https://www.zara.com/in/en/zw-collection-wide-leg-high-waist-ripped-jeans-p09863053.html?v1=352107127&v2=2353208,,
,,,Clothing ,Pants,Women ,Madame, Women Beige Plazo,"Rs 1,899",https://amzn.in/d/6ghSGa5,,
,,,Clothing ,Gown,women ,H&M,One-shoulder satin dress,"Rs. 3,999.00",https://www2.hm.com/en_in/productpage.1194202002.html,,
,,,Clothing ,Dress ,Women ,H&M,V-neck dress,"Rs. 2,999.00",https://www2.hm.com/en_in/productpage.1171270001.html,,
,,,Clothing ,Pant,Women ,Guti,Flared Women Multicolor Jeans,rs 2999,https://dl.flipkart.com/s/5W2mhVuuuN,,
,,,Clothing ,Shorts ,men,H&M,Regular Fit Cotton chino shorts,Rs 2499,https://www2.hm.com/en_sg/productpage.1102162004.html,,
,,,Clothing ,t shirt ,men,ARVIND GARMENTS,Boys Solid Kids Polo Neck Tshirt Red Half Sleeve Regular Fit,₹414,https://www.meesho.com/ag-junior-boys-solid-kids-polo-neck-tshirt-red-half-sleeve-regular-fit/p/4lb931,,
,,,Clothing ,T shirt ,Men,The souled store ,Mens polo t shirts ,₹ 999.,https://www.thesouledstore.com/product/men-polos-solids-apricot,,
,,,Clothing ,Shirt ,Men,Frankshop,Classic Pure Cotton Blend Lemon Color Solid Shirts,Rs 506,https://www.meesho.com/frankshop-classic-pure-cotton-blend-lemon-color-solid-shirts/p/64zdh5,,
,,,Clothing ,DRESS ,Women ,RIDDHI SIDDHI FASHION,Attractive Party wear Pintex knee length Dress,₹318,https://www.meesho.com/attractive-party-wear-pintex-knee-length-dress/p/2fv6ft,,
,,,Clothing .,Dress,Women ,JASAMBAC,Women's Bow One Shoulder Dress with Pockets A-line Cocktail Party Dress,"₹6,559",https://amzn.in/d/58kLaLn,,
,,,Clothing ,dress,women ,CORD,Brown Cotton Satin Round Midi Dress For Women,"₹9,000",https://www.azafashions.com/products/cotton-satin-midi-dress/178804,,
,,,Clothing ,dress ,Women ,STITCH STORIES.,Amilia One Shoulder Dress,"Rs. 4,800.00",https://www.shopstitchstories.com/products/amilia-one-shoulder-red-dress,,
,,,Clothing ,Dress,Women ,ZARA,Casual Style A-line Denim Street Style Cotton Medium Dresses,"₹7,616",https://www.buyma.us/items/319afa5c-6d21-4619-b609-0ae42c2c9bb3/,,
,,,Clothing ,dress,women ,H&M,Pure cotton embroidered dress,rs 3999,https://www.myntra.com/mailers/dress/h&m/h&m-pure-cotton-broderie-anglaise-shirt-dress/27964074/buy,,
,,,Clothing ,Shirt ,Men,Celio ,Men Solid Blue Long Sleeve Shirt," ₹3,499",https://amzn.in/d/5Q06Yp2,,
,,,Clothing ,shirt ,men ,zara,STRETCH SHIRT,"₹ 4,290.00",https://www.zara.com/in/en/stretch-shirt-p04273643.html,,
,,,Clothing ,top,Women ,Zara,POPLIN FLORAL BLOUSE,Rs 2046,https://www.zara.com/kh/en/poplin-floral-blouse-p02675552.html,,
,,,Clothing ,pant,men ,LA'eNviE,Solid Men Black Track Pants,rs 999,https://dl.flipkart.com/s/wmGLXGNNNN,,
,,,Clothing ,Jacket ,Unisex ,TETEROT SALON,Unisex Quilted Jacket - Cocoa,"Rs 20,860",https://www.kooding.com/unisex-quilted-jacket-cocoa/p/545212,,
,,,Clothing ,Tshirt ,men,M&S,Cotton Rich Short Sleeve Knitted Polo Shirt,"₹2,499.00",https://www.marksandspencer.in/cotton-rich-short-sleeve-knitted-polo-shirt/p/P60590976.html,,
,,,Clothing .,T shirt ,Men,Club Monaco Home,Long Sleeve Tech Crew,rs 11643.3,https://www.clubmonaco.com/en/men-clothing-sweaters/long-sleeve-tech-crew/0004770095.html,,
,,,Clothing ,shirt ,Men ,Sidhbali Creations,MEN NAVY SOLID PURE COTTON SLIM FIT FORMAL SHIRT,"Rs. 2,299.00",https://www.hancockfashion.com/products/hancock-men-navy-solid-pure-cotton-slim-fit-formal-shirts-9537navy,,
,,,Clothing ,shirt ,men,LIVON,Men's Cotton Solid Chinese Collar Shirt,₹676,https://www.meesho.com/mens-cotton-solid-chinese-collar-shirt/p/14svxz,,
,,,Clothing ,SHIRT ,Men,Van Heusen,Van Heusen Men's Shirt,"₹2,599",https://amzn.in/d/2wadIgI,,
,,,Clothing ,Top,Unisex ,Xyxx Apparels Private Limited,Navy Blue Combed Cotton Outer Vest,₹369,https://www.nykaafashion.com/xy-life-playmate-navy-blue-combed-cotton-outer-vest/p/11821371,,
,,,Clothing ,Tshirt ,Men,M&S,Pure Cotton Tipped Pique Shirt,Rs 2610,https://www.marksandspencer.com/ie/pure-cotton-tipped-pique-shirt/p/clp60648836,,
,,,Clothing ,Skirt ,Women ,Tommy Hilfiger,Pure Cotton Straight Mini Skirt,Rs 4999,https://www.myntra.com/mailers/bottomwear/tommy-hilfiger/tommy-hilfiger-pure-cotton-straight-mini-skirt/26516028/buy,,
,,,Clothing ,T shirt ,men,ANDAMEN,Men's Pink Single Jersey Regular Fit Polo,"₹2,790",https://luxury.tatacliq.com/andamen-mens-pink-single-jersey-regular-fit-polo/p-mp000000019520500,,
,,,Clothing ,T shirt ,Men, LEVI'S , Men Polo Neck Black T-Shirt ,Rs 2599,https://dl.flipkart.com/s/NCgYziuuuN,,
,,,Clothing ,jacket ,Men,WROGN,Full Sleeve Solid Men Jacket,Rs 5299,https://dl.flipkart.com/s/udR9dXNNNN,,
,,,Clothing ,Jacket ,Men,Travelin,Raahe - Vest - Men,"Rs 14,400",https://www.travelinoutdoor.com/vest-raahe-men-antracite.html,,
,,,Clothing .,T shirt ,Men,MUJI,Indian Cotton Brushed Rib T-shirt,₹990,https://www.luxe.ajio.com/muji-indian-cotton-brushed-rib-t-shirt/p/410271872_007,,
,,,Clothing ,Shirt ,Men,T THE BRAND,T the brand Regular Collar Slim Fit Satin Shirt with Full Sleeves - Pink,"RS. 1,999.00",https://teaandtailoring.com/products/t-the-brand-regular-collar-slim-fit-satin-shirt-with-full-sleeves-pink,,
,,,Clothing ,Skirt ,Women , CRYBA,High Waist Raw Hem Maxi Denim Skirt - Women's A Line Regular Fit Non-Stretch Long Skirt, Rs 4008,https://www.amazon.com/High-Waist-Maxi-Denim-Skirt/dp/B0CLZ9N6K5,,
,,,Clothing ,Shorts ,women ,SHEIN LUNE,Solid Slant Pocket Wide Leg Shorts,Rs 668.10,https://m.shein.com/ar-en/SHEIN-LUNE-Solid-Slant-Pocket-Wide-Leg-Shorts-p-19975452.html?ref=ar&rep=dir&ret=maren,,
