Pictures,WITHOUT BG (EDITED),WITHOUT BG (NON EDITED),CATEGORY ,CATEGORY NAME,MEN/WOMEN/UNISEX,BRAND,NAME,PRICE,LINK,,Azure DB Img Id
,,,Accessories ,Sunglasses ,Unisex ,OKNO,Unisex sunglasses ,Rs 3599,https://www.myntra.com/sunglasses/okno/okno-unisex-other-sunglasses-with-polarised-and-uv-protected-lens/24365744/buy,,
,,,Accessories ,frame ,Unisex ,Intellilens ,Unisex transparent frame ,Rs 2999,https://www.myntra.com/frames/intellilens/intellilens-unisex-transparent--black-half-rim-round-frames/20252608/buy,,
,,,Accessories,Ring,Women,Estele,Brass Cubic Zirconia Gold Plated Ring,₹499,https://www.flipkart.com/estele-brass-cubic-zirconia-gold-plated-ring/p/itm24c55e5d81965,,
,,,Accessories,Belt,Men,HEMENER,HEMENER Men N Letter Metal Auto Grip Buckle Black Genuine Leather Belt-HMLB0614B-,₹6000,https://www.amazon.in/HEMENER-Letter-Genuine-Leather-Belt-HMLB0614B/dp/B0C7R87PPY,,
,,,Shoes ,,Men,Legwork,Legwork Brogue 2.0 Cognac Red Italian Leather Shoes,"Rs 5,499",https://www.amazon.in/dp/B0B8NJMF65?ref=cm_sw_r_cso_wa_apan_dp_QYPJEJPYEQ45591QWY2C&ref_=cm_sw_r_cso_wa_apan_dp_QYPJEJPYEQ45591QWY2C&social_share=cm_sw_r_cso_wa_apan_dp_QYPJEJPYEQ45591QWY2C&starsLeft=1,,
,,,Accessories,Handbag,Women,Forever Glam,"
Lilac Tote bag","Rs 1,422",https://www.flipkart.com/forever-glam-pantaloons-women-purple-tote/p/itm7ab506a1bf682?pid=HMBGKKY6GNAGG6QQ&lid=LSTHMBGKKY6GNAGG6QQNM96FS&marketplace=FLIPKART&cmpid=content_hand-messenger-bag_8965229628_gmc,,
,,,Shoes ,,Women,,Baby Pink stiletto,Rs 990,https://www.meesho.com/s/p/3oiagv?utm_source=s_w,,
,,,Shoes ,,Women,iva,"Women Heels Sandal (Red , 4)",Rs 780,https://www.flipkart.com/iva-women-heels/p/itm146906b6fbeb3?pid=SNDGS8UYMFTFHFB4,,
,,,Clothing,Dress,Women,ANRABESS,"Women’s Summer Loose Kimono Maxi Dress Wrap V Neck 3/4 Sleeve Floral Print Slit Long Dresses, Floral Pink Blue, Small","Rs8,741",https://www.amazon.in/ANRABESS-Womens-Summer-Kimono-Dresses/dp/B09Y3443MV,,
,,,Clothing,Dress,Women,MANGO,Striped Bodycon Midi Dress,Rs 2233,https://www.myntra.com/dresses/mango/mango-striped-bodycon-midi-dress/28455944/buy,,
,,,Clothing,Dress,Women,BUXOM COUTURE,Stripe Halter Maxi Dress,"Rs10,800",https://www.nordstrom.com/s/stripe-halter-maxi-dress-plus/7803627,,
,,,Clothing,Shirt,Women,Go Sexy,Women Regular Fit Solid Button Down Collar Casual Shirt,Rs1400,https://www.flipkart.com/go-sexy-women-solid-casual-yellow-shirt/p/itm34b792b81d35f?pid=SHTGJ2H94HX6ZBHN&lid=LSTSHTGJ2H94HX6ZBHNELSDQT&marketplace=FLIPKART&cmpid=content_shirt_8965229628_gmc,,
,,,Clothing,Top,Women,LYEAA,Lace Bralettes for Women Bralette Padded Lace Solid Strap Wrap Hollow Out Bra Underwear for Women Girls Daily Favor,"Rs4,499",https://www.amazon.in/Bralettes-Bralette-Padded-Hollow-Underwear/dp/B09P51PZGJ,,
,,,Clothing,Top,Women,FREAKINS,Shoulder Strap Cotton Fitted Denim Crop Top,"Rs 1,999",https://www.myntra.com/tops/freakins/freakins-shoulder-strap-cotton-fitted-denim-crop-top/26491026/buy,,
,,,Clothing,Top,Women,Tokyo Talkies,Sleeveless Peplum Top,Rs 1149,https://www.myntra.com/tops/tokyo+talkies/tokyo-talkies-sleeveless-peplum-top/26151954/buy,,
,,,Accessories ,Sunglasses ,Women ,Eyesdeal,OPIUM METAL FULL FRAME OP-1921-C3 GREY HEXAGON MEN SUNGLASSES,₹3690,https://eyesdeal.com/products/OP-1921-C3,,
,,,Accessories ,Sunglasses ,Women ,TEES BY FASTRACK,Brown Rectangle Sunglasses for Men and Women,"₹1,250",https://www.fastrackeyewear.com/product/brown-rectangle-sunglasses-for-men-and-women-from-tees-by-fastrack-m85002br2pv,,
,,,Accessories ,sunglasses ,unisex ,TED SMITH ,unisex sunglasses ,Rs 2890,https://www.myntra.com/Sunglasses/Ted%2BSmith/Ted-Smith-Unisex-Green-Lens--Black-Wayfarer-Sunglasses-with-UV-Protected-Lens-MOZARTC4/18083154/buy,,
,,,Accessories ,sunglasses ,Women ,get glamr ,Women oversized sunglasses ,Rs 2699,https://www.myntra.com/sunglasses/get-glamr/get-glamr-women-oversized-sunglasses-sg-lt-ch-126-2/7996163/buy,,
,,,Accessories ,Sunglasses ,Women ,Opium,Women's Full Rim Non-Polarized Cat Eye Sunglasses,Rs 2990,https://www.shoppersstop.com/opium-women-s-full-rim-non-polarized-cat-eye-sunglasses-op-10177-c05-54/p-OP10177C0554_base,,
,,,Accessories ,Bracelet ,Women ,Zayn,Multi Stone Bracelet,"Rs 1,799.00",https://zayn.in/products/multi-stone-bracelet,,
,,,Accessories,Sunglasses ,Unisex ,IDEE,IDEE 100% UV protected sunglasses for Men | Size- Large | Shape- Aviator | Model- IDS2938C1SG,"Rs 3,980", https://amzn.in/d/00RHj7QQ,,
,,,Shoes ,Shoes ,Men,Clarks,Men Black Leather Formal Shoes,"Rs 5,999",https://www.myntra.com/shoes/clarks/clarks-men-black-leather-formal-shoes/951689/buy,,
,,,Shoes ,Sandal,Women,bodofashion,Women Heels Sandal,Rs 599,https://www.flipkart.com/bodofashion-women-black-heels/p/itmdb264f5fab90f?pid=SNDGU2EAZEACEZT3&lid=LSTSNDGU2EAZEACEZT3RHKZXG&marketplace=FLIPKART&cmpid=content_sandal_8965229628_gmc,,
,,,Shoes ,Heels,Women,MANGO,Women Slim Heels,"Rs 3,690",https://www.myntra.com/shoes/mango/mango-women-slim-heels/23220308/buy,,
,,,Shoes ,Slider,Women,H&M,Leather slides,"Rs 4,499",https://www2.hm.com/en_in/productpage.1048987005.html,,
,,,Accessories ,Shacket,Men,H&M,Regular Fit Shacket,"Rs 2,299",https://www2.hm.com/en_in/productpage.1013055005.html,,
,,,Accessories ,Sunglasses ,Women ,chilli beans ,Women Black lens cateye sunglasses ,Rs 5800,https://www.myntra.com/sunglasses/chillibeans/chilli-beans-women-black-lens--black-cateye-sunglasses-with-uv-protected-lens/19047204/buy,,
,,,Accessories ,Sunglasses ,women ,TITAN,Brown Square Women Sunglasses,"₹4,299",https://www.titaneyeplus.com/product/brown-square-rimmed-sunglasses-from-titan-gc294br2fp,,
,,,Accessories ,Necklace ,Women ,DULCI,Pink Cute Handmade Crystal Glass Heart Shape Pendant Necklace,"Rs 1,099",https://amzn.in/d/0bEvU196,,
,,,Accessories ,Sunglasses ,Women ,Opium,Brown sunglasses ,"Rs. 3,990.00",https://www.opiumeyewear.com/products/op-10074-c02-empire-brown1-women,,
,,,Accessories ,earrings ,women ,VIEN,Butterfly shaped hopped earrings ,Rs 1599,https://www.myntra.com/earrings/vien/vien-drop-earrings-butterfly-shaped-hoop-earrings/29397660/buy,,
,,,Accessories,Sunglasses ,Men,WROGN,Men Aviator Sunglasses with UV Protected Lens WRNSG-06-AVI-BK-BK,Rs 2245,https://www.myntra.com/sunglasses/wrogn/wrogn-men-aviator-sunglasses-with-uv-protected-lens-wrnsg-06-avi-bk-bk/28422484/buy,,
,,,Shoes,Heels,Women,OUTRYT,Women Toe-Ring Chunky Heeled Sandals,Rs 1799,https://www.ajio.com/outryt-women-toe-ring-chunky-heeled-sandals/p/460809105_black,,
,,,Accessories,Shirt,men,MARKS & SPENCER,Striped Shirt with Cut-Away Collar,"Rs 3,799",https://www.ajio.com/marks-spencer-striped-shirt-with-cut-away-collar/p/462917275_blue,,
,,,Accessories,Sunglasses ,men,WearMe Pro,WMP Eyewear - Square Retro Flat Shape Polarized Sunglasses For Women,"Rs 9,635",https://www.amazon.in/dp/B09MJP9CLS?ref=cm_sw_r_cso_wa_apan_dp_D1T75CEAQ6TZB2YQG9QP&ref_=cm_sw_r_cso_wa_apan_dp_D1T75CEAQ6TZB2YQG9QP&social_share=cm_sw_r_cso_wa_apan_dp_D1T75CEAQ6TZB2YQG9QP&starsLeft=1,,
,,,Accessories,earings,women,Forever new ,Women Silver-Plated Circular Hoop Earrings,Rs 900,https://www.myntra.com/jewellery/forever-new/forever-new-women-silver-plated-circular-hoop-earrings/27547786/buy,,
,,,Accessories,Sunglasses ,Unisex ,Legend Eyewear,"Polarized, Night Vision, UV Protection, Riding Glasses, Photochromatic Lens Aviator, Over-sized Sunglasses (Free Size) (For Men & Women, Yellow)","Rs 2,199",https://www.flipkart.com/legend-eyewear-aviator-over-sized-sunglasses/p/itm9cc9d202892ab?pid=SGLGRVM2YRWAX6BP&lid=LSTSGLGRVM2YRWAX6BPXYPX9C&marketplace=FLIPKART&cmpid=content_sunglass_8965229628_gmc,,
,,,Accessories ,tie,Men ,children's attention,Black Formal Gift Silk Satin Men Thin Neck tie Solid Plain,₹65,https://www.meesho.com/mens-tie-necktie-free-size-black-formal-gift-silk-satin-men-thin-neck-tie-solid-plain-slim/p/6i3vlw,,
,,,Accessories ,Frame ,Unisex ,POOJA_TRENDZ,Pc Star Pack Of 2 Frames For Mens And Womens,₹213,https://www.meesho.com/pc-star-stylish-sunglasses-for-mens-womens/p/e54hx,,
,,,Accessories ,SUNGLASSES ,men ,ROYALTAIL,Bottaga Brown UV Protected Metal Sunglasses,"Rs. 3,999.00",https://royaltail.in/products/bottaga-brown-uv-protected-metal-sunglasses-rt059,,
,,,Accessories ,Frame,Men ,Intellilens,"Matte Black, Red Glass Square Blue Cut Computer Glasses","₹2,999.00",https://www.jiomart.com/p/fashion/intellilens-matte-black-red-glass-square-blue-cut-computer-glasses/600787691,,
,,,Accessories ,Frane,Men,INVU,INVU B4803C Blue Full Rim Rectangular Frame,₹1100,https://www.tatacliq.com/invu-b4803c-blue-full-rim-rectangular-frame/p-mp000000008755589,,
,,,Footwear,Flats,Women,VAN HEUSEN,Van Heusen Women's Black Heels Heeled Sandal,Rs 2700,https://www.amazon.in/Van-Heusen-Womens-Heeled-Sandal/dp/B0B3NF4W3K,,
,,,Footwear,Flats,Women,R&B,Women Embellished Pointed Toe Ballerinas Flats,Rs 799,https://www.myntra.com/flats/r%26b/rb-women-embellished-pointed-toe-ballerinas-flats/29957896/buy,,
,,,Footwear,Flats,Women,TOKYO TALKIES,Women Flats Sandal,Rs 1298,https://www.flipkart.com/tokyo-talkies-women-flats/p/itm3febbb1c9205c?pid=SNDGHR7AEVRXHUPV&lid=LSTSNDGHR7AEVRXHUPVNMP371&marketplace=FLIPKART&cmpid=content_sandal_8965229628_gmc,,
,,,Footwear,Flats,Women,SHOEXPRESS,shoexpress womens Quilted Slip-on Slides Flat Sandal,Rs 3099,https://www.amazon.in/shoexpress-womens-Quilted-Slides-Sandal/dp/B0BJYGGX8D,,
,,,Accessories ,Sunglasses ,Women ,grey jack,Metal Round Glasses Men Women Stylish Design Polarized Sunglasses Black Shades 2041,"₹1,699",https://amzn.in/d/0h94hPwQ,,
,,,Accessories ,Belt ,Men ,TOROLAND,.Men Formal Black Genuine Leather Reversible Belt,Rs 2999,https://dl.flipkart.com/s/7hEfDbNNNN,,
,,,Accessories ,Sunglasses ,Men,SHISENFOX,KIMYOU - SUN,"₹ 7,490",https://shisenfox.com/products/kimyou-sun?variant=47310164295977,,
,,,Accessories ,Sunglasses ,Men,Jojo Eyewears,"Polarized, Toughened Glass lens UV Protection Black Gold Sunglasses JE P0902 - JoJo Eyewear","₹1,372",https://www.meesho.com/polarized-toughened-glass-lens-uv-protection-black-gold-sunglasses-je-p0902-jojo-eyewear/p/2uql0v,,
,,,Accessories ,Spectacle ,Men ,OAKLEY,Men Full-Rim Rectangular Frame,"₹7,890",https://luxe.ajio.com/oakley-0ox8164-men-full-rim-rectangular-frame/p/467274310_brown,,
,,,Accessories,Jwellery,Women,YELLOW CHIMES JWELLERY,Yellow Chimes Jewellery Set for Women Rhodium Plated Cubic Zircon Silver Necklace with Earring Set Floral Design Classic CZ Stoned Jewellery Set for Women and Girls,"Rs 8,460",https://www.amazon.in/Yellow-Chimes-Jewellery-Rhodium-Necklace/dp/B0B6PV5Q6K,,
,,,Accessories,Jwellery,Women,P.C Jwellers,P.C. Chandra Jewellers Women Valentine Collection 14Kt (585) Yellow Gold Stud Heart Earrings - 1.15 Grams,"Rs 10,360",https://www.amazon.in/Chandra-Jewellers-Valentine-Collection-Earrings/dp/B09R9XSCWV,,
,,,Accessories,Jwellery,Women,Silver Shoppee,Silver Shoppee Valentine Special Sterling Silver 18K White Gold Plated Free Size Bracelet for Girls and Women (SSBR1046),"Rs 4,500",https://www.amazon.in/Silver-Shoppee-Valentine-Sterling-Bracelet/dp/B01N39NYM2,,
,,,Accessories,Jwellery,Women,H&M,Chunky Dome Earrings,Rs 399,https://www.myntra.com/earrings/h26m/hm-chunky-dome-earrings/28566560/buy,,
,,,Accessories,Jwellery,Women,MINUATIAE  STORE,MINUTIAE Stylish Austrian Crystal Pendant Necklace For Women With Extendable Chain,"Rs 1,999",https://www.amazon.in/MINUTIAE-Stylish-Austrian-Necklace-Extendable/dp/B0D63QX5FL,,
,,,Accessories,Jwellery,Women,AQUASTREET,Silver-Plated 12mm Waterproof Snake Bangle,Rs 3330,https://www.myntra.com/bangle/aquastreet/aquastreet-silver-plated-12mm-snake-bangle/29974239/buy,,
,,,Footwear,Shoes ,Men,RED TAPE,Loafers For Men,"Rs 6,119",https://www.flipkart.com/red-tape-loafers-men/p/itme8b101e387a50?pid=SHOFZWJHGD7ZBHMA&lid=LSTSHOFZWJHGD7ZBHMASVMCAA&marketplace=FLIPKART,,
,,,Footwear,Shoes ,Men,HIROLAS,Men Black Espadrilles,Rs 1799,https://www.myntra.com/casual-shoes/hirolas/hirolas-men-black-espadrilles/2096728/buy,,
,,,Footwear,Shoes ,Men,H&M,Chelsea boots,"Rs 3,999",https://www2.hm.com/en_in/productpage.1002008001.html,,
,,,Footwear,Flats,Men,SPARX,Sparx Red Men's Thong Flip Flop,Rs 549,https://www.snapdeal.com/product/sparx-olive-mens-thong-flip/651236218914?fv=true&supc=SDL062511286&isSellerPage=true&vendorCode=S25b0b,,
,,,Footwear,Flats,Men,CARLTON LONDON,Carlton London mens Cl-pik-sl19_black Slipper,"Rs 1,699",https://www.amazon.in/Carlton-London-mens-Cl-pik-sl19_black-Slipper/dp/B09WZYSJLN,,
,,,Footwear,Flats,Unisex ,Crocs,crocs Unisex-Adult Specialist Clogs,"Rs 4,495", https://amzn.in/d/0hZE5VPw,,
,,,Footwear,Boots,Men,THOMAS CRICK,"Premium Leather Pull Tab Elasticated Side Cushioned Insole Chelsea Boots For Men (Brown , 8)","Rs 7,559",https://www.flipkart.com/thomas-crick-premium-leather-pull-tab-elasticated-side-cushioned-insole-chelsea-boots-men/p/itm9f22163c9e958?pid=SHOGVVTDVGEMFDTX&lid=LSTSHOGVVTDVGEMFDTXFGYD8Y&marketplace=FLIPKART&store=osp,,
,,,Footwear,Shoes ,Men,Fabindia,Brown Leather Shoes,"Rs 3,999",https://www.fabindia.com/brown-leather-shoes-20164748,,
,,,Footwear,Shoes ,Men,LIBERTY,"Healers by Liberty OSL-17_Black Casual Shoes Casuals For Women (Black , 10)","Rs 2,799",https://www.flipkart.com/liberty-healers-osl-17-black-casual-shoes-casuals-women/p/itm7b20a67816935?pid=SHOGSN3EQCKJQFBZ&lid=LSTSHOGSN3EQCKJQFBZD14BKU&marketplace=FLIPKART&store=all/osp/iko,,
,,,Footwear,Shoes ,Men,RED TAPE,Red Tape Men's Sneakers,"Rs 5,195",https://www.amazon.in/dp/B08251VTSH?ref=cm_sw_r_cso_wa_apan_dp_SKXN3JBCXFAK5SCTASMQ&ref_=cm_sw_r_cso_wa_apan_dp_SKXN3JBCXFAK5SCTASMQ&social_share=cm_sw_r_cso_wa_apan_dp_SKXN3JBCXFAK5SCTASMQ&starsLeft=1,,
,,,Clothing,Tshirts,Men,MAX,MAX Solid Polo T-shirt,Rs 799,https://stores.maxfashion.in/max-jayanagar-east-shopping-centre-jayanagar-east-bengaluru-105493/ProductDetails/1000010902649,,
,,,Clothing,Tshirts,Men,MANGO,Cotton polo sweatshirt,"Rs 3,990",https://shop.mango.com/in/en/p/men/polos/cotton-polo-sweatshirt_67094479,,
,,,Clothing,Shirts,Men,INVICTUS,Spread Collar Standard Slim Fit Cotton Opaque Printed Formal Shirt,Rs 2298,https://www.myntra.com/shirts/invictus/invictus-spread-collar-standard-slim-fit-cotton-opaque-printed-formal-shirt/27192720/buy,,
,,,Clothing,Shirts,Men,TRENDYOL,Denim Shirt with Curved Hemline,"Rs 3,999",https://www.ajio.com/trendyol-denim-shirt-with-curved-hemline/p/460995826_indigo,,
,,,Clothing,Shirts,Men,CAMPUS SUTRA,Campus Sutra Men's Regular Fit Cotton Jacket For Winter Wear | Hooded Collar | Full Sleeve | Zipper | Casual Jacket For Man | Western Stylish Jacket For Men,"Rs 1,999",https://www.amazon.in/Campus-Sutra-Quilted-AZZW17_HVAR_M_PLN_BUDN_AZ_Blue-Denim_Large/dp/B075M7PYTF/ref=sr_1_3?dib=eyJ2IjoiMSJ9.thYXQLMYQTy5lWujoSNc9y6YT5us3Ge_wskZWW8WPfoc3or_xXT5LoolmiwHD5VfEXDuzVzuFdHO2d3XOkT560M6qk4BNqzgk1jZ05PhW5qkui7DVfJbuoi-yhURw1dN91Lg5Czs1inMmyZhu7S3x4IGvL-1H0FsV3SzvCbgA-k.nxm91cdt0JBGpNhl67vGQ-FRVfUz6FDScE8whTClVcU&dib_tag=se&qid=1722359974&refinements=p_36%3A1318503031&s=apparel&sr=1-3,,
,,,Clothing,Shirt,Men,Bella Babe by SK,https://www.amazon.in/dp/B0CH8N5LMM?ref=cm_sw_r_cso_wa_apan_dp_NGAZPA8QSA76X0E42B5J&ref_=cm_sw_r_cso_wa_apan_dp_NGAZPA8QSA76X0E42B5J&social_share=cm_sw_r_cso_wa_apan_dp_NGAZPA8QSA76X0E42B5J&starsLeft=1,"Rs 2,999",https://www.amazon.in/dp/B0CH8N5LMM?ref=cm_sw_r_cso_wa_apan_dp_NGAZPA8QSA76X0E42B5J&ref_=cm_sw_r_cso_wa_apan_dp_NGAZPA8QSA76X0E42B5J&social_share=cm_sw_r_cso_wa_apan_dp_NGAZPA8QSA76X0E42B5J&starsLeft=1,,
,,,Clothing,Shirt,Men,Levis,Men Slim Fit Pure Cotton Casual Shirt,"Rs 3,399",https://www.myntra.com/topwear/levis/levis-men-slim-fit-pure-cotton-casual-shirt/26315690/buy,,
,,,Clothing,Shirt,Men,Max,Max Men's Regular Fit Shirt,"Rs 1,199",https://www.amazon.in/dp/B0CYZ4YZFV?ref=cm_sw_r_cso_wa_apan_dp_P5GWBCAT7TTQ9Q8BC01T&ref_=cm_sw_r_cso_wa_apan_dp_P5GWBCAT7TTQ9Q8BC01T&social_share=cm_sw_r_cso_wa_apan_dp_P5GWBCAT7TTQ9Q8BC01T&starsLeft=1,,
,,,Clothing,Shirt,Men,Damensch,Regular Fit Half Sleeve Zip Men Solid Polo Neck Cotton Blend Orange T-Shirt,"Rs 1,499",https://www.flipkart.com/damensch-color-block-solid-men-polo-neck-orange-t-shirt/p/itmc47aa3a917be6,,
,,,Clothing,Shirt,Men,Andamen,Premium Men Linen Button Down Collar Shirt,"Rs 4,990",https://www.myntra.com/topwear/andamen/andamen-premium-men-linen-button-down-collar-shirt/28407174/buy,,
,,,Clothing,Shirt & Tops,Women,Van Heusen,shawl collar casual shirt,"Rs 1,799",https://www.myntra.com/shirts/van%2Bheusen%2Bwoman/van-heusen-woman-shawl-collar-casual-shirt/26285784/buy,,
,,,Clothing,Shirt & Tops,Women,H&M,Popover shirt,"Rs 1,999",https://www2.hm.com/en_in/productpage.1209416002.html,,
,,,Clothing,Shirt & Tops,Women,MAAESA,Women Ombre-Dyed Fitted Shirt,"Rs 1,665",https://www.ajio.com/maaesa-women-ombre-dyed-fitted-shirt/p/467199270_blue,,
,,,Clothing,Shirt & Tops,Women,Ap'pulse,Ap'pulse Women Tshirt,Rs 799,https://www.amazon.in/Appulse-Womens-Cotton-T-Shirt-AP-WN-RN-CAPSLEEVE-416-WHITE-L/dp/B07HG4T7MN?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A1WYWER0W24N8S,,
,,,Clothing,Shirt & Tops,Women,cover Story,Peach & White Stripe Shirt,"₹1,790",https://coverstory.co.in/product/peach-white-stripe-shirt-10591927,,
,,,Clothing,Tops,Women,DORUS ONE,DORUS ONE Women's Rayon All Over Printed Regular Fit Top,"Rs 1,599",https://www.amazon.in/dp/B0CWDJQ5RG?ref=cm_sw_r_cso_wa_apan_dp_GFXV2GP7M6VY36XPQZ2M&ref_=cm_sw_r_cso_wa_apan_dp_GFXV2GP7M6VY36XPQZ2M&social_share=cm_sw_r_cso_wa_apan_dp_GFXV2GP7M6VY36XPQZ2M&starsLeft=1,,
,,,Clothing,Tops,Women,Irona,Irona Full Sleeve Inner Wear T-Shirt,Rs 211,https://www.meesho.com/s/p/4dsadx?utm_source=s_w,,
,,,Clothing,Tops,Women,NOBERO,Round Neck Cuffed Sleeves Pullover Sweatshirt,"Rs 2,499",https://www.myntra.com/topwear/nobero/nobero-round-neck-cuffed-sleeves-pullover-sweatshirt/25208174/buy,,
,,,Clothing,Tops,Women,H&M,Ribbed modal-blend top ,Rs 699,https://www2.hm.com/en_in/productpage.0999727017.html,,
,,,Clothing,Tops,Women,Bewakoof,Women's White Striped T-shirt,Rs 899,https://www.bewakoof.com/p/cream-ww-women-half-sleeves-t-shirt,,
,,,Clothing,Tops,Women,H&M,Rib-knit boat-neck top,"Rs 1,499",https://www2.hm.com/en_in/productpage.1227735003.html?utm_campaign=pi_INA1907X301212&utm_source=rakuten&utm_medium=affiliate&utm_campaign=3448788_Fashiola.in_pi_XXA19ACX3AA243&utm_content=15&utm_term=UK_Network&ranMID=43250&ranEAID=lmry9BgeAhk&ranSiteID=lmry9BgeAhk-iGCQ_amrBkSx97oyLr2NSQ,,
,,,Clothing,Tops,Women,YOUTH ROBE,solid high neck ,Rs 999,https://www.flipkart.com/youth-robe-solid-women-high-neck-white-t-shirt/p/itmb7d22879952ff?pid=TSHGGVTZEUA82ZBS&lid=LSTTSHGGVTZEUA82ZBSDU8HVY&marketplace=FLIPKART&cmpid=content_t-shirt_8965229628_gmc,,
,,,Clothing,Tops,Women,Dream Beauty Fashion,High Neck Fitted Top,Rs 999,https://www.myntra.com/topwear/dream-beauty-fashion/dream-beauty-fashion-high-neck-fitted-top/26863014/buy,,
,,,Clothing,Tops,Women,Loom dales,PASTEL GREEN RIBBED T-SHIRT,Rs 499,https://www.loomdales.com/products/pastel-green-ribbed-t-shirt/1371859000000357455,,
,,,Clothing,Tops,Women,OUTRYT,Women Striped Crop T-Shirt,Rs 599,https://www.ajio.com/outryt-women-striped-crop-t-shirt/p/443005757_red,,
,,,Clothing,Tops,Women,Color Capital,Color Capital Women's Solid Black Tops & Tunics,Rs 799,https://www.meesho.com/s/p/6irkrz?utm_source=s_w,,
,,,Clothing,Tops,Women,No Barr,solid round neck ribbed crop top,Rs 3000,https://www.myntra.com/Tops/NoBarr/NoBarr-Top/30008402/buy,,
,,,Clothing,Tops,Women,LAmade,LAmade Women's Fitted V-Neck Tunic Top,"Rs 1,799",https://www.amazon.in/dp/B0045I7QDC?ref=cm_sw_r_cso_wa_apan_dp_3MW1XX30X4VTKQWWTBNA&ref_=cm_sw_r_cso_wa_apan_dp_3MW1XX30X4VTKQWWTBNA&social_share=cm_sw_r_cso_wa_apan_dp_3MW1XX30X4VTKQWWTBNA&starsLeft=1&th=1&psc=1,,
,,,Clothing,Tops,Women,Tommy Hilfiger,Tommy Hilfiger Navy Blue stripes slim fit T shirt,"Rs 2,199",https://www.tatacliq.com/tommy-hilfiger-navy-stripes-slim-fit-t-shirt/p-mp000000022452754,,
,,,Clothing,Tops,Women,Hawai,Hawai Cotton Half Sleeve Light Pink Crop Top for Women (PCT0011),"Rs 1,299",https://www.amazon.in/dp/B09LCWDGGL?ref=cm_sw_r_cso_wa_apan_dp_01SWNKAC4H8AYFM26EQN&ref_=cm_sw_r_cso_wa_apan_dp_01SWNKAC4H8AYFM26EQN&social_share=cm_sw_r_cso_wa_apan_dp_01SWNKAC4H8AYFM26EQN&starsLeft=1,,
,,,Clothing,Dress,Women,SERA,SERA Women Dress,"Rs 1,698",https://www.amazon.in/dp/B0BPP4SSNN?ref=cm_sw_r_cso_wa_apan_dp_EB4P9DX1YRSBY5S0KVSJ&ref_=cm_sw_r_cso_wa_apan_dp_EB4P9DX1YRSBY5S0KVSJ&social_share=cm_sw_r_cso_wa_apan_dp_EB4P9DX1YRSBY5S0KVSJ&starsLeft=1,,
,,,Clothing,Dress,Women,MIAKEE,Women V-Neck Bodycon Dress with Strappy Sleeves,"Rs 2,660",https://www.ajio.com/miakee-women-v-neck-bodycon-dress-with-strappy-sleeves/p/700052119_red,,
,,,Clothing,Dress,Women,DEPANO,V-Neck Bodycon Dress,"Rs 3,250",https://www.ajio.com/depano-v-neck-bodycon-dress/p/466324982_black,,
,,,Clothing,Dress,Women,StyleCast,Black Off Shoulder Bodycon Midi Dress,"Rs 2,799",https://www.myntra.com/dress/stylecast/stylecast-black-off-shoulder-bodycon-midi-dress/26963090/buy,,
,,,Clothing,Dress,Women,ANGRAKHAA,Eudra Dress,"Rs 2,899",https://www.angrakhaa.com/products/eudra-dress,,
,,,Clothing,Tops,Women,GLARE & BLAIR,Casual Sleeveless Self Design Women White Top,"Rs 1,199",https://www.flipkart.com/glare-blair-casual-solid-women-white-top/p/itm1171953c20ac7?pid=TOPGFDHUQHQFVP6K&lid=LSTTOPGFDHUQHQFVP6KPOQV61&marketplace=FLIPKART,,
,,,clothing,Tops,women,Van Heusen,Van Heusen Women's Regular Fit T-Shirt,"Rs 1,049",https://www.amazon.in/Van-Heusen-VWCTURGPG27198/dp/B0C638XYFJ,,
,,,clothing,Tops,women,VERO MODA,Vero Moda Navy solid Top,"Rs 2,299",https://www.tatacliq.com/vero-moda-navy-solid-top/p-mp000000007902742,,
,,,clothing,Tops,women,ZARA,OVERSIZE DENIM-EFFECT BLAZER,"Rs 5,950",https://www.zara.com/in/en/oversize-denim-effect-blazer-p08348353.html,,
,,,clothing,Tops,women,FREAKINS,Blue Self Design Cotton Crop Fitted Denim Top,"Rs 2,699",https://www.myntra.com/tops/freakins/freakins-blue-self-design-cotton-crop-fitted-denim-top/28811478/buy,,
,,,clothing,Tops,women,US POLO ASSN,U.S. POLO ASSN. Women's Slim Fit Band Collar T-Shirt,Rs 999,https://www.amazon.in/U-S-POLO-ASSN-Womens-T-Shirt/dp/B09ZXZBZ18,,
,,,clothing,Dress,women,superdown,Dixie Backless Dress,"Rs 5,682",https://www.revolve.com/superdown-dixie-backless-dress-in-red/dp/SPDW-WD532/?d=Womens,,
,,,clothing,Dress,women,Panchhiraj,Panchhiraj Womens Bobbin Gown,Rs 326,https://www.meesho.com/s/p/200d6a?utm_source=s_w,,
,,,clothing,Top,women,GLARE & BLAIR,Casual Sleeveless Self Design Women Black Top,"Rs 1,199",https://www.flipkart.com/glare-blair-casual-solid-women-black-top/p/itmb79133916d12b,,
,,,clothing,Top,women,Rad Prix,Women Wine T-shirt,Rs 339,https://m.shopclues.com/women-wine-t-shirt-153471176.html,,
